Date,Open,High,Low,Close
2018-04-26,1.39171,1.39353,1.37502,1.39194
2018-04-25,1.39359,1.39962,1.38960,1.39392
2018-04-24,1.39921,1.39921,1.39272,1.39938
2018-04-23,1.39385,1.39819,1.39198,1.39383
2018-04-22,1.40034,1.40430,1.39388,1.40017
2018-04-19,1.40843,1.40885,1.40089,1.40865
2018-04-18,1.42031,1.42470,1.41667,1.42043
2018-04-17,1.42976,1.43164,1.41748,1.42965
2018-04-16,1.43419,1.43771,1.42941,1.43421
2018-04-15,1.42464,1.43369,1.42383,1.42468
2018-04-12,1.42395,1.42959,1.42231,1.42381
2018-04-11,1.41878,1.42466,1.41471,1.41890
2018-04-10,1.41818,1.42227,1.41623,1.41822
2018-04-09,1.41339,1.41876,1.41223,1.41383
2018-04-08,1.40909,1.41643,1.40813,1.40917
2018-04-05,1.40078,1.41026,1.39841,1.40087
2018-04-04,1.40879,1.40960,1.39677,1.40881
2018-04-03,1.40712,1.40984,1.40174,1.40687
2018-04-02,1.40509,1.40885,1.40233,1.40467
2018-04-01,1.40359,1.40774,1.40276,1.40382
2018-03-29,1.40286,1.40617,1.40144,1.40294
2018-03-28,1.40845,1.40964,1.40209,1.40803
2018-03-27,1.41758,1.42046,1.40934,1.41763
2018-03-26,1.42367,1.42430,1.40691,1.42389
2018-03-25,1.41463,1.42450,1.41463,1.41477
2018-03-22,1.41129,1.41709,1.40881,1.41147
2018-03-21,1.41443,1.41995,1.40796,1.41463
2018-03-20,1.40040,1.40789,1.40036,1.40048
2018-03-19,1.40233,1.40687,1.39854,1.40253
2018-03-18,1.39435,1.40875,1.39140,1.39435
2018-03-15,1.39379,1.39802,1.38926,1.39386
2018-03-14,1.39708,1.39880,1.39245,1.39715
2018-03-13,1.39725,1.39978,1.39270,1.39723
2018-03-12,1.39082,1.39880,1.38758,1.39076
2018-03-11,1.38581,1.39063,1.38439,1.38554
2018-03-08,1.38032,1.38866,1.37893,1.38057
2018-03-07,1.39063,1.39121,1.38146,1.39063
2018-03-06,1.39003,1.39101,1.38487,1.39001
2018-03-05,1.38500,1.39284,1.38206,1.38523
2018-03-04,1.37988,1.38773,1.37692,1.37950
2018-03-01,1.37747,1.38158,1.37593,1.37754
2018-02-28,1.37531,1.37771,1.37153,1.37542
2018-02-27,1.39034,1.39159,1.37777,1.39061
2018-02-26,1.39645,1.39944,1.38617,1.39665
2018-02-25,1.39692,1.40726,1.39334,1.39680
2018-02-22,1.39513,1.40048,1.39251,1.39530
2018-02-21,1.39101,1.39521,1.38581,1.39101
2018-02-20,1.39991,1.40095,1.39107,1.40011
2018-02-19,1.39927,1.40235,1.39338,1.39927
2018-02-18,1.40331,1.40528,1.39624,1.40315
2018-02-15,1.41058,1.41447,1.40064,1.41042
2018-02-14,1.40150,1.40984,1.40013,1.40158
2018-02-13,1.38870,1.39803,1.38070,1.38870
2018-02-12,1.38481,1.39241,1.38334,1.38523
2018-02-11,1.38255,1.38748,1.37986,1.38274
2018-02-08,1.39338,1.39866,1.37880,1.39349
2018-02-07,1.38793,1.40637,1.38481,1.38793
2018-02-06,1.39597,1.39923,1.38717,1.39587
2018-02-05,1.39412,1.39987,1.38404,1.39437
2018-02-04,1.41121,1.41503,1.39899,1.41113
2018-02-01,1.42672,1.42763,1.41044,1.42668
2018-01-31,1.42001,1.42733,1.41625,1.42005
2018-01-30,1.41531,1.42247,1.41299,1.41559
2018-01-29,1.40728,1.41499,1.39833,1.40766
2018-01-28,1.41493,1.41583,1.40272,1.41493
2018-01-25,1.41503,1.42812,1.41471,1.41503
2018-01-24,1.42237,1.43396,1.42167,1.42209
2018-01-23,1.40125,1.42397,1.40017,1.40174
2018-01-22,1.39848,1.40292,1.39179,1.39848
2018-01-21,1.38895,1.39692,1.38581,1.38916
2018-01-18,1.38937,1.39470,1.38437,1.38947
2018-01-17,1.38259,1.39101,1.38066,1.38280
2018-01-16,1.37969,1.38447,1.37586,1.37988
2018-01-15,1.37939,1.38064,1.37427,1.37982
2018-01-14,1.37315,1.38196,1.37315,1.37331
2018-01-11,1.35417,1.36949,1.35400,1.35419
2018-01-10,1.35130,1.35553,1.34593,1.35128
2018-01-09,1.35318,1.35602,1.34853,1.35323
